id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
945,M,1.5,1.15,0.3375,28.02348075,13.65028425,5.76912325,7.5126175,10.0
946,I,0.4625,0.3125,0.1625,1.45999925,0.963883,0.226796,0.26932025,3.0
947,F,1.2,0.925,0.3125,13.8062065,6.56290925,3.6003865,3.8271825,9.0
948,M,1.4875,1.2375,0.4125,35.42270025,13.93377925,7.200773,10.1207715,11.0
949,M,1.35,1.05,0.3625,22.89222125,10.035723,4.15320175,6.23689,15.0
950,I,1.175,0.9375,0.3,13.4660125,5.9817445,3.1467945,3.8271825,8.0
951,F,1.4375,1.1125,0.3625,26.43590875,11.77921725,4.69184225,7.654365,10.0
952,I,0.85,0.6625,0.225,5.00368675,2.67902775,1.14815475,1.417475,6.0
953,M,1.3625,1.0625,0.35,26.26581175,11.169703,5.216308,7.654365,9.0
954,I,0.9375,0.725,0.225,6.30776375,2.39553275,1.31825175,2.1262125,6.0
955,M,1.6625,1.3375,0.475,45.472598,20.70930975,10.87203325,13.04077,12.0
956,I,0.675,0.475,0.1375,2.96252275,1.17650425,0.46776675,0.8788345,5.0
957,F,1.325,1.0625,0.375,28.91649,13.777857,6.1518415,7.5126175,11.0
958,F,1.4375,1.125,0.4625,28.179403,9.62465525,5.93922025,9.63883,14.0
959,F,1.6,1.25,0.4875,37.194544,15.49300175,8.674947,11.4815475,16.0
960,M,1.5875,1.2125,0.4875,34.8415355,12.85649825,6.22271525,10.1207715,12.0
961,I,1.575,1.2,0.45,30.277266,14.38737125,4.89028875,7.767763,11.0
962,I,0.9625,0.75,0.225,8.06543275,3.515338,1.65844575,2.5231055,9.0
963,F,1.5875,1.2125,0.4875,40.86580425,14.10387625,8.77417025,10.942907,18.0
964,M,1.3125,1.0,0.375,21.659018,9.6671795,5.48562825,5.6699,8.0
965,I,1.375,1.0125,0.375,18.030282,8.32057825,5.2446575,5.216308,10.0
966,F,1.5,1.1625,0.3875,28.22192725,12.927372,6.59125875,8.06543275,8.0
967,I,0.8625,0.7,0.2125,5.783298,2.154562,1.65844575,1.70097,6.0
968,I,1.1,0.825,0.25,10.41844125,4.139027,2.2963095,2.9766975,7.0
969,M,1.125,0.875,0.3,14.1464005,4.89028875,2.67902775,4.1106775,14.0
970,F,1.3125,1.0,0.325,18.10115575,7.824462,4.53592,5.5281525,9.0
971,F,1.325,1.0125,0.325,21.95668775,8.845044,4.706017,7.5126175,11.0
972,M,1.2875,1.0,0.3375,20.184844,8.66077225,4.23825025,6.23689,10.0
973,I,0.975,0.75,0.2375,7.55514175,3.04757125,1.70097,2.26796,7.0
974,F,1.75,1.4125,0.5,49.25725625,23.17571625,11.566596,13.4660125,14.0
975,I,0.8375,0.625,0.1875,4.20990075,1.71514475,1.13398,1.2757275,7.0
976,F,1.7125,1.3875,0.475,51.49686675,23.926978,12.360382,13.834556,12.0
977,M,1.5375,1.2,0.4,32.6302745,14.75591475,7.35669525,8.50485,8.0
978,M,1.6125,1.2875,0.475,41.4186195,17.690088,9.8939755,11.1980525,10.0
979,F,1.425,1.1125,0.375,24.99008425,10.8011595,5.273007,7.2291225,12.0
980,F,1.3125,1.0125,0.3125,21.41804725,9.7238785,4.89028875,5.10291,7.0
981,F,1.525,1.1875,0.375,36.81182575,14.911837,7.58349125,10.886208,17.0
982,M,1.7625,1.3875,0.4875,56.9541455,28.05183025,9.39785925,14.17475,11.0
983,M,1.5,1.2125,0.375,28.02348075,15.06775925,5.68407475,6.520385,9.0
984,I,0.9375,0.6875,0.2375,6.59125875,2.7499015,1.34660125,1.927766,7.0
985,M,1.2625,0.8875,0.3,17.50581625,7.484268,3.50116325,5.216308,10.0
986,I,0.8875,0.675,0.2125,5.8116475,2.721552,1.417475,1.984465,6.0
987,I,0.725,0.5125,0.1625,2.76407625,1.28990225,0.29766975,0.963883,6.0
988,I,0.675,0.4875,0.1625,2.8632995,1.1623295,0.4819415,0.963883,5.0
989,M,1.5,1.1875,0.375,27.499015,11.94931425,6.64795775,9.4970825,11.0
990,F,1.7875,1.4125,0.4625,54.5727875,23.11901725,10.149121,12.85649825,11.0
991,I,1.25,0.95,0.3125,14.968536,6.2085405,2.99087225,4.3941725,8.0
992,M,1.125,0.8875,0.3,11.6516445,4.74854125,2.42388225,3.8271825,9.0
993,M,1.325,0.9625,0.3125,17.50581625,5.3580555,4.23825025,6.23689,12.0
994,M,1.475,1.175,0.4125,34.0194,14.628342,6.87475375,8.788345,9.0
995,F,1.4625,1.125,0.4625,28.36367475,12.3320325,5.62737575,7.654365,14.0
996,M,1.2375,0.9125,0.35,15.0535845,5.37223025,2.93417325,4.9611625,11.0
997,M,1.5125,1.175,0.4125,32.33260475,14.04717725,6.1518415,8.7599955,13.0
998,F,1.5875,1.275,0.4875,38.0733785,19.220961,7.824462,10.6310625,10.0
999,F,1.225,0.95,0.3375,17.236496,5.68407475,3.9972795,5.06038575,14.0
